sku;INTERNO;name;quantity;price;;;
7909367517158;14307;BOLSA COURO CLASSE 2136;1;147,19;;;
7909367161146;9143;BOLSA COURO CLASSE 2136;0;112,91;;;
7909367265691;18594;BOLSA COURO CLASSE 2150;0;132,8;;;
7909367267480;21175;BOLSA COURO CLASSE 2252;0;332,45;;;
7909367238862;14311;BOLSA COURO CLASSE 2253;0;336,28;;;
7909367197121;14313;BOLSA COURO CLASSE 2309;0;290,38;;;
7909367244719;1676;BOLSA COURO CLASSE 2367;0;167,99;;;
7909367276802;18668;BOLSA COURO CLASSE 2425;0;458,69;;;
7909367200340;8686;BOLSA COURO CLASSE 2534;0;188,04;;;
7909367187764;6036;BOLSA COURO CLASSE 2552;0;329,48;;;
7909367193857;11927;BOLSA COURO CLASSE 2557;0;132,9;;;
7909367194168;14309;BOLSA COURO CLASSE 2564;0;183,29;;;
7909367206052;9139;BOLSA COURO CLASSE 2591;0;110,04;;;
7909367201637;12072;BOLSA COURO CLASSE 2620;0;196,33;;;
7909367218765;8687;BOLSA COURO CLASSE 2628;0;99,45;;;
7909367265103;18590;BOLSA COURO CLASSE 2633;1;250,67;;;
7909367338265;20463;BOLSA COURO CLASSE 2650;0;326,71;;;
7909367266544;12073;BOLSA COURO CLASSE 2668;0;167,99;;;
7909367215887;14312;BOLSA COURO CLASSE 2677;0;160,64;;;
7909367216198;11931;BOLSA COURO CLASSE 2687;0;122,1;;;
7909367224896;11929;BOLSA COURO CLASSE 2704;0;101,7;;;
7909367252011;14308;BOLSA COURO CLASSE 2769;0;229,19;;;
7909367302716;18598;BOLSA COURO CLASSE 2797;0;103,58;;;
7909367248137;14317;BOLSA COURO CLASSE 2800;0;320,98;;;
7909367287044;16255;BOLSA COURO CLASSE 2810;0;145,19;;;
7909367266100;14303;BOLSA COURO CLASSE 2839;0;226,41;;;
7909367348134;24235;BOLSA COURO CLASSE 28393;0;252,67;;;
7909367267718;14304;BOLSA COURO CLASSE 2846;2;316,38;;;
7909367308022;18599;BOLSA COURO CLASSE 2847;1;158,81;;;
7909367244894;14314;BOLSA COURO CLASSE 2851;0;99,45;;;
7909367247574;14315;BOLSA COURO CLASSE 2868;0;114,75;;;
7909367321342;18591;BOLSA COURO CLASSE 2870;0;210,07;;;
7909367267343;19066;BOLSA COURO CLASSE 2877;0;332,88;;;
7909367247468;14306;BOLSA COURO CLASSE 2878;0;160,64;;;
7909367249691;14316;BOLSA COURO CLASSE 2880;0;328,94;;;
7909367250376;14310;BOLSA COURO CLASSE 2888;0;152,69;;;
7909367264908;16246;BOLSA COURO CLASSE 2900;0;259,79;;;
7909367270978;16247;BOLSA COURO CLASSE 2942;0;290,38;;;
7909367268098;16250;BOLSA COURO CLASSE 2951;0;197,36;;;
7909367268364;16251;BOLSA COURO CLASSE 2954;0;345,77;;;
7909367268647;16252;BOLSA COURO CLASSE 2958;0;152,69;;;
7909367282841;18600;BOLSA COURO CLASSE 2959;0;125,15;;;
7909367284043;16253;BOLSA COURO CLASSE 2966;0;290,38;;;
7909367531130;11930;BOLSA COURO CLASSE 2975-6;1;501,92;;;
7909367340091;20464;BOLSA COURO CLASSE 29755;0;458,69;;;
7909367282728;9714;BOLSA COURO CLASSE 2977;1;239,29;;;
7909367284203;16254;BOLSA COURO CLASSE 2978;1;210,97;;;
7909367293564;19067;BOLSA COURO CLASSE 2987;0;352,03;;;
7909367304147;18601;BOLSA COURO CLASSE 3004;0;238,52;;;
;18602;BOLSA COURO CLASSE 3014;0;233,78;;;
7909367339699;19055;BOLSA COURO CLASSE 3016;1;179,84;;;
7909367312302;19056;BOLSA COURO CLASSE 3022;0;152,89;;;
7909367305601;19064;BOLSA COURO CLASSE 3030;0;193,02;;;
7909367322455;21173;BOLSA COURO CLASSE 3036;0;279,21;;;
7909367321984;23821;BOLSA COURO CLASSE 3083;2;264,36;;;
7909367322196;18593;BOLSA COURO CLASSE 3093;1;199,15;;;
7909367321571;18595;BOLSA COURO CLASSE 3097;0;212,81;;;
;18592;BOLSA COURO CLASSE 3100;1;212,66;;;
7909367322769;18597;BOLSA COURO CLASSE 3103;0;275,08;;;
7909367324879;18669;BOLSA COURO CLASSE 3120;1;419,53;;;
;21174;BOLSA COURO CLASSE 3120;0;418,59;;;
7909367323933;18664;BOLSA COURO CLASSE 3125;0;219,68;;;
7909367325180;18665;BOLSA COURO CLASSE 3135;0;152,69;;;
7909367325883;18596;BOLSA COURO CLASSE 3136;0;229,48;;;
7909367329065;19057;BOLSA COURO CLASSE 3151;0;137,07;;;
7909367329645;23833;BOLSA COURO CLASSE 3169;0;266,5;;;
7909367330351;19058;BOLSA COURO CLASSE 3176;0;119,79;;;
7909367344853;21883;BOLSA COURO CLASSE 3188;0;397,48;;;
7909367339019;23830;BOLSA COURO CLASSE 3193;1;199,03;;;
7909367339569;19053;BOLSA COURO CLASSE 3196;1;232,85;;;
7909367339750;20462;BOLSA COURO CLASSE 3200;0;265,9;;;
7909367339774;19068;BOLSA COURO CLASSE 3202;0;332,45;;;
7909367339897;19063;BOLSA COURO CLASSE 3208;0;279,84;;;
7909367340435;19065;BOLSA COURO CLASSE 3209;1;166,16;;;
7909367344167;21177;BOLSA COURO CLASSE 3215;0;397,48;;;
7909367356092;21881;BOLSA COURO CLASSE 3227;0;183,7;;;
7909367352223;21176;BOLSA COURO CLASSE 3229;0;305,68;;;
7909367348240;21884;BOLSA COURO CLASSE 3230;1;352,49;;;
7909367349391;21879;BOLSA COURO CLASSE 3232;1;133,39;;;
7909367348165;21882;BOLSA COURO CLASSE 3233;0;172,88;;;
7909367348493;22233;BOLSA COURO CLASSE 32342;1;397,48;;;
7909367348011;21885;BOLSA COURO CLASSE 3238;1;397,48;;;
7909367351660;23844;BOLSA COURO CLASSE 3240;1;333,19;;;
7909367355019;23843;BOLSA COURO CLASSE 32442;2;398,37;;;
7909367355095;23822;BOLSA COURO CLASSE 3250;1;199,94;;;
7909367358607;23797;BOLSA COURO CLASSE 3260;0;265,89;;;
7909367354630;23827;BOLSA COURO CLASSE 3270;2;137,08;;;
7909367355972;23796;BOLSA COURO CLASSE 3277;1;290,53;;;
7909367355538;23831;BOLSA COURO CLASSE 3285;1;199,94;;;
7909367361140;23823;BOLSA COURO CLASSE 3300;1;239,2;;;
7909367361010;23829;BOLSA COURO CLASSE 3313;0;166,53;;;
7909367363984;23832;BOLSA COURO CLASSE 3330;0;166,53;;;
7909367362864;9711;BOLSA COURO CLASSE 3332;0;456,01;;;
7909367369849;9140;BOLSA COURO CLASSE 3353;1;462,4;;;
7909367370791;9712;BOLSA COURO CLASSE 3366;1;363,53;;;
7909367494824;3512;BOLSA COURO CLASSE 3371;2;367,98;;;
7909367533035;9713;BOLSA COURO CLASSE 3428;0;401,55;;;
7909367491250;9507;BOLSA COURO CLASSE 3434;1;335,34;;;
7909367494251;11928;BOLSA COURO CLASSE 3468;2;200,16;;;
7909367516687;9506;BOLSA COURO CLASSE 3476;0;246,04;;;
7909367523968;4194;BOLSA COURO CLASSE 3477;1;395,17;;;
7909367531239;3854;BOLSA COURO CLASSE 3494;2;199,85;;;
7909367519176;8688;BOLSA COURO CLASSE 3506;1;261,43;;;
7909367523722;9142;BOLSA COURO CLASSE 3519;2;199,85;;;
7909367524835;8685;BOLSA COURO CLASSE CB3497;1;133,65;;;
7909367204454;3104;BOLSA COURO CLASSE NC45-2;0;62,47;;;
;4962;BOLSA DE VIAGEM 8558;4;124,78;;;
7894478217748;2321;BOLSA DE VIAGEM TONIN 1988;0;84,69;;;
7894478217779;1795;BOLSA DE VIAGEM TONIN 1989;0;105,47;;;
7894478221288;16871;BOLSA DE VIAGEM TONIN 2013;0;144,23;;;
7899755692546;14860;BOLSA DE VIAGEM WINCY 74988;0;114,78;;;
6952786807950;823;BOLSA ESPORTIVA BE600;0;15,7;;;
6920218909718;3108;BOLSA ESPORTIVA BE60067;0;55,96;;;
SEM GTIN;7022;BOLSA FEM. CN BY996;0;28,62;;;
7909342450852;19288;BOLSA GINASTICA PENALTY GYM BAG;5;49,5;;;
7908161352194;15019;BOLSA LATERAL PIMPOLHO 9104;0;47,92;;;
;20328;BOLSA LONA DSGOLD;2;57,77;;;
SEM GTIN;2839;BOLSA LONA PP;0;13,69;;;
7898505894230;12271;BOLSA LONA SPORT XILIE 50/30;0;54,18;;;
7899768970761;9477;BOLSA MATERNIDADE PIMPOLHO 8240;1;161,74;;;
7898458587708;4663;BOLSA MOCHILETE DE COSTAS L899;1;88,56;;;
7899838816128;2007;BOLSA MULTILASER P/ QUADRO BAIKE BI094;2;55,31;;;
7899183983025;21934;BOLSA NECESSAIRE 480;3;28,22;;;
7899183983032;21935;BOLSA NECESSAIRE 481;3;28,22;;;
6920218905567;9603;BOLSA NECESSAIRE ARAGUAIA BRITTO 14147;0;21,62;;;
7908281331062;15400;BOLSA NECESSAIRE INF. MAERS AFE01020;0;35,16;;;
7893659675438;1020;BOLSA OLYMPIKUS PRINTED 231812;0;101,07;;;
789000125255;1401;BOLSA SCALIBU SPORT 8886;0;24,93;;;
7898911070655;9747;BOLSA TERMICA ANTARES 12L;0;73,16;;;
7898911070624;9748;BOLSA TERMICA ANTARES 15L;0;55,52;;;
7898911070648;9750;BOLSA TERMICA ANTARES 9L;0;47,5;;;
7896777906255;14721;BOLSA TERMICA BEL 24L 62500;0;47,76;;;
7896020636274;5304;BOLSA TERMICA MOR COOLER 3627;2;116,43;;;
7896980492026;24026;BOLSA TERMICA WESTERN 18L;3;20,62;;;
SEM GTIN;2183;BOLSA TIRA COLO ;0;38,02;;;
7899310516539;852;BOLSA TRANSVERSAL DENLEX 1653;4;58,06;;;
7820240910289;967;BOLSA VIAGEM 1028;3;86,49;;;
7909694706478;12801;BOLSA VIZZANO 10000.1;0;67,72;;;
7909914404450;17654;BOLSA VIZZANO 10000.5;0;68,58;;;
7909671922433;12795;BOLSA VIZZANO 10002.1;1;165,56;;;
7909671925694;12796;BOLSA VIZZANO 10003.1;0;128,35;;;
7909882965823;17653;BOLSA VIZZANO 10003.2;0;120,86;;;
7909914792519;17652;BOLSA VIZZANO 10003.8;1;121,89;;;
7909671926011;12797;BOLSA VIZZANO 10005.1;0;188,97;;;
7909671927216;12800;BOLSA VIZZANO 10008.1;0;165,77;;;
7909914378867;17651;BOLSA VIZZANO 10008.4;0;187,93;;;
7909766195094;12799;BOLSA VIZZANO 10010.1;0;196,09;;;
7909694744562;12798;BOLSA VIZZANO 10011.1;0;211,43;;;
7909823560124;17650;BOLSA VIZZANO 10017.2;0;120,86;;;
7909823831682;17649;BOLSA VIZZANO 10030.1;0;118,44;;;
7909823988454;17648;BOLSA VIZZANO 10033.1;0;172,45;;;
7898506456451;6225;BOLSA XXX FEM. MULTILASER P/ NOTEBOOK 10;0;129,89;;;
7898506460717;2212;BOLSA XXX FEM. MULTILASER P/ NOTEBOOK 17;0;88,63;;;
7898506477951;7611;BOLSA XXX TERMICA MULTILASER BB028 BB029;0;65,13;;;
;9138;BOLSA XXXCOURO CLASSE 2633;0;198,59;;;
7899676801072;8782;BOLSA XXXYINS SV0210;0;52,9;;;
7899676811224;12874;BOLSA YEPP SV0298;0;58,66;;;
7899676811507;4556;BOLSA YEPP SVO99;0;43,49;;;
7890001018448;6184;BOMBA DE AR SCALIBU METAL 1246;8;49,96;;;
7896020618881;14661;BOMBA P/ ENCHER COLC. MOR 1888;5;45,67;;;
7899838886640;13909;BOMBA P/ ENCHER COLC. MULTILASER ES 290;0;23,7;;;
7898670940985;7620;BOMBONIERE CACHEPO 35758;1;16,17;;;
6920231227578;10333;BOMBONIERE DELI GLASSWARE 202457;0;14,73;;;
7899768074483;14212;BOMBONIERE LYOP DUBLLIN 7448;0;51,87;;;
7899768070393;1767;BOMBONIERE LYOR POTICHE 7040;1;22,75;;;
7898179822515;7308;BONDINHO SACOLA CALECITA 834;0;94,82;;;
6943443609888;1663;BONE C/ ABA HIP HOP;0;23,83;;;
SEM GTIN;1661;BONE C/ ABA RETA ;2;29,86;;;
6943443615049;2820;BONE C/ ABA RETA LEOPARD ;0;32,38;;;
SEM GTIN;4975;BONE FE;0;15,71;;;
SEM GTIN;1481;BONE FEM PLANET;0;28,74;;;
7908741206169;25218;BONE INF. FEM. PIMPOLHO 702;5;31,13;;;
7908741211514;10435;BONE INF. MASC. PIMPOLHO 853;3;31,13;;;
7899375787332;1668;BONE INF. PIMPOLHO 7511, 7510. 7582;5;14,05;;;
7909683737353;16007;BONE LUNENDER 74663;0;61,48;;;
7900066607010;23184;BONE LUNENDER 76294;0;74,2;;;
7909878964632;19870;BONE LUNENDER HANGAR 74713/74712;0;65,1;;;
7900066045836;22171;BONE LUNENDER HANGAR 74820;3;65,1;;;
7900066030733;21126;BONE LUNENDER HANGAR 74821;0;65,1;;;
7908161368294;18163;BONE PIMPOLHO 9356, 9358;5;28,56;;;
SEM GTIN;3668;BONE R/N CIDA 010, 30;5;11,98;;;
7898283854587;11918;BONECA ANDRESSA 100 FRASES 458;0;88,92;;;
SEM GTIN;14029;BONECA BABY BABILINA 715, 716, 717;0;68,13;;;
7896460317474;14811;BONECA BABY BRINK BELA 1747;0;172,14;;;
7896460317436;14810;BONECA BABY BRINK CINDERELA 1743;1;172,14;;;
7896460318648;14812;BONECA BABY BRINK LADYBUG 1864;0;128,55;;;
7896460310406;14807;BONECA BABY BRINK MARIA CLARA 1040;0;152,41;;;
7899871707100;23970;BONECA BABY DOLLS 710;3;96,62;;;
7899871707551;23971;BONECA BABY DOLLS DODOI 5429;0;96,62;;;
7898395332171;3502;BONECA BABY FAZ XIXI 217;0;53,34;;;
7896964624986;23998;BONECA BABY MINIOS CUIDAR E AMAR 2498;1;161,06;;;
7896964620322;7041;BONECA BABY NINOS 2032;0;113,18;;;
7899871707933;22379;BONECA BABYS BAMBOLA PAPA 794;1;58,66;;;
7899871706561;25691;BONECA BABYS BAMBOLETE 0656;2;33,67;;;
7899984541219;23730;BONECA BEAUTY 1845;0;36,73;;;
7899984542476;13653;BONECA BEAUTY 1908;0;11,9;;;
7908487304594;25701;BONECA BELLA TK-1843;1;28,71;;;
7898395334717;23938;BONECA BOUTIQUE DOLLS 471;0;147,92;;;
7899871707032;23968;BONECA BUDDIES BAILARINA 2348;2;62,26;;;
7899871706929;23966;BONECA BUDDIES CAMINHADA, PAPINHA 692;6;62,26;;;
7899871707025;23967;BONECA BUDDIES FADINHA 5374;2;62,27;;;
7899871707568;23965;BONECA BUDDIES PASSEIO 5382, 756;1;93,41;;;
7899871707704;23969;BONECA BUDDIES UNICORNIO 5383;4;62,26;;;
7899800041435;19213;BONECA C/ ACESSORIO SD15615;0;25,48;;;
7898125115951;18335;BONECA CHEIROSINHA LIDER 595;1;52,97;;;
7898283859056;7040;BONECA CINTY HAIR DRESS 905;0;37,17;;;
7908842805117;25219;BONECA CRY BABIES BR2299;5;177,88;;;
7899555720654;25758;BONECA CUT BORN BEBE 2065;0;166,56;;;
7898639380760;4410;BONECA DENGO NEW BORN 8076;0;155,71;;;
7898064926779;25122;BONECA DIN DEN DON BANHO 2372;0;38,9;;;
7896460319713;12027;BONECA DISNEY MINNIE 1971;0;183,58;;;
7898639381712;25102;BONECA DIVER SURPRISE 8171;1;163,49;;;
7897020203800;7038;BONECA ELISI 380;0;35,55;;;
7899984542445;17333;BONECA FASHION SMELL 1905;0;25,61;;;
7898927356477;9150;BONECA FAZ XIXI MY LITTLE 647;0;72,75;;;
7896460317412;12025;BONECA FROZEN 2 ANNA 1741;1;209,6;;;
7896460317405;12024;BONECA FROZEN 2 ELSA 1740;1;209,6;;;
7896964625099;20889;BONECA FRUTINHAS ABACAXI 2509;3;48,29;;;
7896964625112;20891;BONECA FRUTINHAS GROSELHA 2511;0;49,8;;;
7899871708732;22374;BONECA FRUTINHAS LARANJA 873;0;66;;;
7896964625129;20892;BONECA FRUTINHAS LIMAO 2512;5;49,8;;;
7896964627451;23999;BONECA FRUTINHAS MELANCIA 2745;6;48,29;;;
7896964625082;22375;BONECA FRUTINHAS MORANGO 2508;1;49,8;;;
7896964625136;20893;BONECA FRUTINHAS MORANGO CHOCOLATE 2513;0;49,8;;;
7896964625105;20890;BONECA FRUTINHAS UVA 2510;2;49,8;;;
7899871708725;22376;BONECA FRUTINHAS UVA 872;0;66;;;
7898283853757;1675;BONECA I LOVE YIU COLLECTION 376, 375;0;62,77;;;
7899555720487;25760;BONECA ISABELLLY 2049;1;215,15;;;
7899555715650;25759;BONECA ISABELLLY BRINK M. 1565/1567/2069;2;200,69;;;
;24041;BONECA ISABELLY BAILARINA 2068;0;185,78;;;
7899555715667;17094;BONECA ISABELLY PRINCESA 1566;0;142,79;;;
7899555720357;17095;BONECA JUJU FASHION 30 FRASES 2035;0;93,25;;;
8000900015427;23929;BONECA JULIA 1542;0;27,35;;;
7898927356187;7768;BONECA JULINHA 40 FRASES 618, 219;0;48,48;;;
7897020204104;2331;BONECA KAREN FALA 30 FRASES 410;0;37,65;;;
7899871706356;23963;BONECA KETTY CHEF 5373;0;80,51;;;
7898927356460;9149;BONECA LANCHINHO MY LITTLE 646;0;47,07;;;
7897020203923;18243;BONECA LARISSA 392;0;85;;;
7898447978173;3674;BONECA LAVINIA BABY C/ LACO 817;0;37,65;;;
SEM GTIN;8147;BONECA LAVININHA BABY C/ CHUCA 818;0;37,65;;;
SEM GTIN;9497;BONECA LITTLE DOLLS ANDADOR 8009 ;0;40,4;;;
7898639380104;9498;BONECA LITTLE DOLLS BERCINHO 8010;0;57,59;;;
7898639380128;9499;BONECA LITTLE DOLLS CADEIRAO 8012;0;38,78;;;
7899555720425;24040;BONECA LIZ COLLECTION 2042;0;64,87;;;
7899871708558;22371;BONECA LOLA BABY 5364;1;62,25;;;
;22372;BONECA LOVELY REBORN FAZ XIXI 870;1;110,01;;;
7899871708695;22373;BONECA LOVELY REBORN RECEN 869;0;102,68;;;
7898927356361;2838;BONECA LUNI BABY 636;1;42,01;;;
7898395334601;23939;BONECA MANU 460;1;161,06;;;
7896464737360;20322;BONECA MEGGIE 3743;0;25,78;;;
7898283853351;11915;BONECA MENINAS 335;0;27,46;;;
7898578473301;25702;BONECA MERRY GIRL AB7330;1;47,1;;;
7898283851296;7910;BONECA MIINHA PRIMEIRA ORACOA 129;0;69,52;;;
7898283853955;11079;BONECA MILK 104 FRASES 394, 395;0;95,51;;;
7896964624962;23997;BONECA MIYO PASSEIO 2496;0;112,73;;;
7898639380050;9496;BONECA MY LITTLE BANHO 8005 ;1;116,77;;;
;9500;BONECA MY LITTLE DOUTORA 8013;0;75,98;;;
7898639380333;7037;BONECA MY LITTLE ICE CREAM 8033;0;87,31;;;
7897020203817;4045;BONECA NANNY 381;0;17,24;;;
7898283856727;20901;BONECA NEGA CANTIGAS DE RODA 672;0;169,06;;;
7898639380654;7903;BONECA NEW BORN 8065;0;145,53;;;
7898639380906;11921;BONECA NO BERCINHO 8090;0;113,19;;;
SEM GTIN;14033;BONECA PEKENEKAS CHEIROSINHAS 880;0;37,06;;;
SEM GTIN;14035;BONECA PEKENEKAS ESTILOSAS 1280;0;37,06;;;
7898283852958;7906;BONECA PEPITA MILK 295;0;24,22;;;
SEM GTIN;14031;BONECA PRIMEIRA CONSULTA 393;0;100,28;;;
7908136335382;7615;BONECA PRINCESA ELITE 764;0;15,86;;;
7899555715643;24039;BONECA PRINCESA ISABELLY 1564;1;179,47;;;
7899871707322;25101;BONECA RAINBOW GIRLS 732;2;115,21;;;
7899871708022;25137;BONECA RAINBOW GIRLS 802;2;115,21;;;
7899871708039;25103;BONECA RAINBOW GIRLS 803;2;115,21;;;
7899871708824;22377;BONECA RAINBOW SURPRISE 882;0;102,69;;;
7896965230100;19079;BONECA ROADSTAR 3010;1;108,98;;;
7896460310734;12023;BONECA ROSITA GI NETO 1073;2;56,7;;;
7898283854181;14909;BONECA SAPEKINHA 1 CONSULTA 418;0;51,58;;;
7899958225169;22222;BONECA SEREIA DAUGHTER GK 1512;1;18;;;
SEM GTIN;22223;BONECA SEREIA MERMAIDS TN-7033;0;21,6;;;
7898283854075;7638;BONECA SHEYLA BEAUTY 407;0;85,69;;;
7896964620728;6181;BONECA SONHO AZUL 120 FRASES 2072;0;92,15;;;
7896964620735;11078;BONECA SONHO AZUL 120 FRASES 2073;0;161,7;;;
7898283854051;11917;BONECA SUPER MACIA 405;0;59,81;;;
7899984542421;7629;BONECA SWTEET 1903;0;15,14;;;
SEM GTIN;4436;BONECA TAL MAE TAL FILHA 8020;0;108,33;;;
7896964622814;584;BONECA TAYLA 2281;1;155,71;;;
7898933762323;24501;BONECA TIKA FRASES 1028;1;79,75;;;
7899871708237;23947;BONECA TITI 823;7;42,17;;;
7899871708244;23972;BONECA TITI 824;2;45,74;;;
7899871709043;25084;BONECA TITI CANTIGAS 904;0;70,05;;;
7899871708497;23948;BONECA TITI FAZ XIXI 5180;2;70,05;;;
7899871709036;25086;BONECA TITI FRASES 903;0;70,05;;;
7899871708510;23949;BONECA TITI MEDICA 851;1;70,05;;;
7899871708534;25085;BONECA TITI ORACAO 853;0;70,05;;;
7899871706455;4790;BONECA TOOTS BABY 645;1;37,42;;;
7899949056970;3891;BONECA TOP MODEL 441;0;8,01;;;
7898395333314;11101;BONECA TOTSY 113 FRASES 331;0;53,34;;;
7899984542438;8161;BONECA TWIST GIRL 1904;0;13,61;;;
7899871707636;24472;BONECA VIVI CONTA HISTORIAS 0763;0;101,86;;;
7896460318457;24028;BONECA WANDINHA 1845;1;190,54;;;
7899838865300;10329;BONECA XXXPANO MULTILASER CUTIE BR1137;0;60,65;;;
7908216106123;16378;BONECA ZIPPY MONICA 7321;0;47,55;;;
8000900015229;23930;BONECASFADAS BEAUTY 1522;1;48,29;;;
7896460310413;14808;BONECO BABY BRINK JP 1041;1;137,12;;;
7898935491788;11381;BONECO CAPITAO UNIVERSAL B178;0;25,44;;;
7898644600099;3969;BONECO CAPITAO UNIVERSAL B209;0;85,24;;;
7898517744592;2616;BONECO DE GUERRA SOLDIER POLICE 969727;0;6,99;;;
7897020220166;25770;BONECO DE VINIL MONICA 2016;4;130,55;;;
7896460319706;12026;BONECO DISNEY MICKEY 1970;1;183,58;;;
7898639381903;25140;BONECO DIVER NEW BORN 8190;0;155,71;;;
7898639381927;25098;BONECO DIVER NEW BORN 8192;0;155,71;;;
7908212182923;2036;BONECO ELITE SUPER HEROIS 864;0;13,47;;;
7908212178582;2019;BONECO ELITE SUPER SOLDADO 860;2;6,45;;;
7896460310796;24027;BONECO LUCCAS NETO 1079;0;161,94;;;
7896902401372;17332;BONECO MAX FIGHTER 137;0;25,61;;;
7899455907674;18336;BONECO NO OVO LIDER 2765, 2767;2;63;;;
6560790003864;10354;BONECO PANO FIZZY 1520;0;90,44;;;
SEM GTIN;14037;BONECO POCOYO 0275;0;74,51;;;
7896460310956;14809;BONECO ROSITA BATMAN 1095;0;146,31;;;
7896460310703;12022;BONECO ROSITA LUCCAS NETO 1079;0;154,27;;;
7896460310987;18320;BONECO ROSITA SUPERMAN 1098;0;149,99;;;
7899205957461;14394;BONECO TRANSMUTAVEL BOLA FUTEBOL 5745;0;41,45;;;
7898273120159;14765;BONECO TWIST HEROES 015;0;88,64;;;
7897020220210;25768;BONECO VINIL CHICO BENTO 2021;4;130,49;;;
7899455907889;25777;BONECO VINIL MINION 2788;5;92,38;;;
7898032599127;14923;BONECO XNEON 931, 912;1;28,89;;;
7898927356224;7907;BONEQUINHA NA PRIVADINHA 622;0;27,47;;;
7898664630885;9374;BORBOLETA ESPOLETA CALESITA 862;0;34,8;;;
7898632810943;25126;BORBOLETINHA CHOCALHO 302;3;15,54;;;
SEM GTIN;3195;BORI NONATA 300;0;81,78;;;
7899068200216;4970;BORI R/N BAMBINO 21;0;10,44;;;
SEM GTIN;6270;BORI R/N BARATINHO LONGO;1;4,04;;;
SEM GTIN;3605;BORI R/N CATHA;1;6,8;;;
7892923001560;3672;BORI R/N CATHA LONGO;0;15,74;;;
7892923001577;3334;BORI R/N CATHA M/C 1907;0;12,52;;;
2404200790361;3028;BORI R/N GERBINHO 36, 268;0;9,48;;;
SEM GTIN;3671;BORI R/N LONGO FRANCO ;0;10,06;;;
7896342436965;1600;BORRACHA 60;0;0,1;;;
7897256263159;14783;BORRACHA BRANCA 4220;0;0,77;;;
7897476644011;1475;BORRACHA HOTWHEELS;0;2,07;;;
7896342902200;1828;BORRACHA MERCUR 20;145;2,12;;;
7896342902217;6170;BORRACHA MERCUR 40;145;1,22;;;
7896342449149;7186;BORRACHA MERCUR OVAL 5076;1;3,14;;;
7896342463343;17939;BORRACHA MERCUR VERDE;12;2,65;;;
5601229856987;1476;BORRACHA MOLIN SPIDER-MAN 14185;0;1,06;;;
7897476604411;6589;BORRACHA TRIS 604411;19;1,84;;;
7897476659497;8345;BORRACHA TRIS SOFT 659497;0;1,31;;;
7891248161249;3906;BOTA AZALEIA 924/350;0;121,6;;;
7893659112841;1736;BOTA AZALEIA 924/933;0;127,81;;;
7893659213647;6084;BOTA AZALEIA 928/028;1;127,74;;;
7893659215085;1202;BOTA AZALEIA 928/033;8;150,28;;;
7891234141194;12804;BOTA BEBECE 5622-103;1;172,43;;;
7893836689425;829;BOTA BEBECE OVER T4414-237;2;277,18;;;
7893836686318;771;BOTA BEBECE T1834-210;2;254,82;;;
7893835458152;6067;BOTA BEBECE T1834-220;2;259,28;;;
7891235800243;7815;BOTA BEBECE T1860-642;10;322,02;;;
7893836640952;21265;BOTA BEBECE T2422-235;3;196,66;;;
7893836665016;12806;BOTA BEBECE T5618-086;1;195,32;;;
7893836773889;24885;BOTA BEBECE T5618-092;8;187,77;;;
7893835605952;21269;BOTA BEBECE T5618-095;4;205,6;;;
7893835497595;21267;BOTA BEBECE T5618-099;2;232,44;;;
SEM GTIN;7878;BOTA DRY COUST ST7501;4;55,32;;;
SEM GTIN;8036;BOTA FREEWAY ABSOLUT 3156;0;268,97;;;
7892758607326;6522;BOTA FREEWAY ADELLE 31138;0;256,7;;;
7892758633226;6556;BOTA FREEWAY CHARLIZE 3139;0;256,7;;;
SEM GTIN;16419;BOTA FREEWAY DISCOVERY 3242;1;289,72;;;
SEM GTIN;16414;BOTA FREEWAY MARY 3242;0;287,66;;;
3456251211301;6098;BOTA GOGOWEAR ELITERS 31368;0;186,12;;;
3456251216054;1204;BOTA GOGOWEAR MACK;0;191,35;;;
10010010050494;8038;BOTA GOGOWEAR SCARPA 6438;0;192,7;;;
SEM GTIN;17715;BOTA GUARA ELC MANGA LARGA 020;0;111,95;;;
SEM GTIN;17713;BOTA GUARA SOLA PNEU 01;8;75,68;;;
SEM GTIN;17714;BOTA GUARA ZIPER 017;4;98,77;;;
7899821803074;7838;BOTA INF. BICAL 46867;0;88,92;;;
7909458274878;10665;BOTA INF. FEM. PIMPOLHO 27919 33540;4;88,09;;;
7909458274991;10666;BOTA INF. FEM. PIMPOLHO 27941;0;75,51;;;
7909458447227;18831;BOTA INF. FEM. PIMPOLHO 28728;2;78,18;;;
7909458460608;10667;BOTA INF. FEM. PIMPOLHO 34416C;1;82,21;;;
3456251108472;5095;BOTA INF. GOGOWEAR CHALLENG;2;139,12;;;
7909458459510;18834;BOTA INF. MASC. PIMPOLHO 34277C;0;84,43;;;
7909641412421;11015;BOTA INF. MOLEKINHA 00008;7;96,56;;;
7909823429629;15368;BOTA INF. MOLEKINHA 00066;3;98,69;;;
7909968279417;11018;BOTA INF. MOLEKINHA 2126.521;5;114,67;;;
7900123263852;22238;BOTA INF. MOLEKINHA 2126.522;5;112,91;;;
7900245218693;24523;BOTA INF. MOLEKINHA 2126.530;10;112,95;;;
7909968199326;9738;BOTA INF. MOLEKINHA 2127.211;4;106,62;;;
7900067789623;22237;BOTA INF. MOLEKINHA 2127.219;18;112,91;;;
