sku;INTERNO;name;quantity;price;;;
7891290913049;16969;TOP SELENE C/ BOJO 20840;2;64,16;;;
7891290913131;16972;TOP SELENE C/ BOJO 20842;2;81,45;;;
7891290914022;16971;TOP SELENE C/ BOJO 20876;1;65,71;;;
7891290629421;600;TOP SELENE C/ BOJO 20900 ;0;63,07;;;
7891290064918;22814;TOP SELENE C/ BOJO 24625;1;67,86;;;
7891290065762;22816;TOP SELENE C/ BOJO 24632;2;77,11;;;
7891290098616;18307;TOP SELENE C/ BOJO 24662;0;73,3;;;
7891290098449;16992;TOP SELENE C/ BOJO 24667;-1;76,99;;;
7891290876573;15545;TOP SELENE C/ BOJO 24821;1;53,55;;;
7891290912615;16989;TOP SELENE C/ BOJO 24830;1;78,59;;;
7891290957913;19019;TOP SELENE C/ BOJO 24865;1;70,58;;;
7891290957159;19020;TOP SELENE C/ BOJO 24869;1;59,7;;;
7891290918570;16990;TOP SELENE C/ BOJO 26130;1;99,49;;;
7891290840451;13015;TOP SELENE C/ BOJO 27060;1;59,53;;;
7891290942698;19023;TOP SELENE S/ COSTURA 20315;7;40,66;;;
7891290739014;10161;TOP SELENE S/ COSTURA 20905;6;35,6;;;
7891290006284;19021;TOP SELENE S/ COSTURA 20916;3;45,19;;;
7891290109718;25222;TOP SELENE S/ COSTURA 20917;2;43,03;;;
7891290958996;19035;TOP SELENE S/ COSTURA 20925;1;51,54;;;
7891290043272;25156;TOP SELENE S/ COSTURA 20962;2;46,07;;;
7891290103853;25223;TOP SELENE S/ COSTURA 20963;0;43,88;;;
7891290829708;13013;TOP SELENE S/ COSTURA 24915;2;59,34;;;
7891290779959;13016;TOP SELENE S/ COSTURA 27070;7;53,36;;;
7896484130578;19692;TOPI BOMBEIRINHO CARDOSO 3057;0;56,89;;;
7896484130592;19695;TOPI SABIDINHO PLUS 3059;2;56,89;;;
7897500555214;11926;TORMENTA X SHOT 5521;0;64,65;;;
7890001004236;1127;TORN. SCALIBU 3001;1;11,55;;;
7890001004250;4197;TORN. SCALIBU 3002;3;24,96;;;
SEM GTIN;25309;TORNOZELEIRA 3KG LONA NAUT SCALIBU 3063;1;126,85;;;
SEM GTIN;25310;TORNOZELEIRA 5KG LONA NAUT SCALIBU 3065;1;180,09;;;
SEM GTIN;25311;TORNOZELEIRA 7KG LONA NAUT SCALIBU 3067;1;231,77;;;
7909342626011;19371;TORNOZELEIRA PENALTY KNIT XXIII;10;41,52;;;
7909342192905;19290;TORNOZELEIRA PENALTY NEOPRENE IV;15;58,15;;;
7896647074602;24489;TORRE CAIU PERDEU 7460;1;33,33;;;
7898664631523;10305;TORRE CALESITA LUMINA 881;0;93,36;;;
7899871709654;25088;TORRE DE BOLINHA 965;4;42,01;;;
7898398832302;24966;TOUCA CABELO TELA ;3;14,74;;;
SEM GTIN;296;TOUCA ESTAMPADA 021;4;18,9;;;
SEM GTIN;1690;TOUCA FEM. BORDADA XH99;2;18,9;;;
SEM GTIN;18445;TOUCA INF. BABY BICHINHO 081;4;22,4;;;
6926784302397;18447;TOUCA INF. CLASSE SMILE 0239;1;32,71;;;
6926784210081;4236;TOUCA INF. DOTAD 0361;0;32,71;;;
6926784220219;18448;TOUCA INF. DOTAD 5137;0;32,71;;;
4893138839750;4967;TOUCA INF. LA SOFT;3;1,46;;;
SEM GTIN;3278;TOUCA LA PRETA B-1;1;9,27;;;
SEM GTIN;295;TOUCA LOVE 5136;0;32,71;;;
SEM GTIN;1458;TOUCA R/N LA CLSB;10;3,42;;;
SEM GTIN;5573;TOUCA R/N LA MICHELE;1;4,25;;;
SEM GTIN;1589;TOUCA R/N LA SN2035;11;1,94;;;
7898713941207;4217;TOUCADOR PATRIMAR MAGICO;1;372,02;;;
SEM GTIN;14130;TOURO MECANISMO SOUND 519, 520;0;57,21;;;
SEM GTIN;20041;TRACTOR AGRO MARAL 3138;0;665,92;;;
7898952421904;16819;TRACTOR AGRO PEDAL MARAL 3190;0;720,46;;;
7897294400295;17980;TRANSFERIDOR CHANFRADO 360;10;2,59;;;
7898644472191;23943;TRANSPORTES BANHO 424;0;12,34;;;
7898300572593;23994;TRATOR AGRO CARRETA 259;2;115,21;;;
7897252268202;7772;TRATOR AGROMAK 6820;0;27,47;;;
7897063709390;18117;TRATOR COM BOI NA CAIXA 939;0;37,39;;;
7897063709383;24022;TRATOR DIVERPLAS 938;2;27,79;;;
7898631550680;12158;TRATOR FARMER SAMBA TOYS 093;3;17,77;;;
7908492303261;23925;TRATOR FRICCAO 335962;0;24,13;;;
618341485501;19576;TRATOR GEAR CAR 1074;3;77,78;;;
7898300572623;23995;TRATOR MAXX ARADO 262;2;115,21;;;
7898300571657;23991;TRATOR MAXX RURAL 165;0;90,3;;;
7898300571671;23990;TRATOR MAXX URBAN 167;2;98,09;;;
;22393;TRATOR TORS 509710;0;17,58;;;
SEM GTIN;4146;TRAV. ALIANCA, CARLA BORD;0;15,17;;;
7892949037086;12313;TRAV. ARTEX  BASIC;0;57,41;;;
7892949405618;12311;TRAV. ARTEX  MEMORY ROLINHO;0;97,09;;;
7892949978044;12312;TRAV. ARTEX  SESACAO DE PUMA;0;61,82;;;
SEM GTIN;1107;TRAV. CARLA CARINHO ;0;27,71;;;
SEM GTIN;1093;TRAV. CARLA CONFORT LINE ;0;15,04;;;
7898021423143;2854;TRAV. CARLA FOFINHO 45/65 ;6;19,41;;;
SEM GTIN;18356;TRAV. CARLA MAXIMO;8;21,92;;;
SEM GTIN;18357;TRAV. CARLA PREMIUM;0;28,97;;;
SEM GTIN;6783;TRAV. CARLA SOFT LINE PLUS;12;35,23;;;
7898021325003;3131;TRAV. CARLA SONO SUAVE EST. LISO;5;23,8;;;
SEM GTIN;10427;TRAV. CARLA SUPORTE FIRME;0;51,67;;;
SEM GTIN;6784;TRAV. CARLA SUPORTE MEDIO ;0;48,54;;;
7899723306161;1094;TRAV. CORPO HEDRONS BODY PILLOW ;3;87,04;;;
7896630343456;25291;TRAV. FIBRASCA FROSTGEL 4345;9;61,23;;;
7896630344835;25294;TRAV. FIBRASCA MASSAGEADOR 4483;3;52,53;;;
7896630398616;25295;TRAV. FIBRASCA MASSAGEADOR S/ FIRME 4053;4;52,53;;;
7896630341780;25298;TRAV. FIBRASCA MINHOCAO 4178;0;73,66;;;
7896630344040;25290;TRAV. FIBRASCA NACAO E MASSAGEADOR 4404;12;73,24;;;
7896630342350;25293;TRAV. FIBRASCA PLUMAX 4235;6;60,8;;;
7896630345856;25292;TRAV. FIBRASCA TOQUE DE ROSAS 4585;9;75,74;;;
7899669782098;4148;TRAV. HEDRONS ANTI STRESS;8;49,73;;;
7898582491179;25055;TRAV. HEDRONS EXTRA FIRME;3;38,43;;;
7898582491162;4598;TRAV. HEDRONS FIRME MAQUINETADO;13;36,13;;;
7899723345481;3814;TRAV. HEDRONS MEDIO MAQUINETADO;7;28,56;;;
7908001022973;6238;TRAV. HEDRONS SONO SUAVE;5;22,81;;;
7899669706780;25056;TRAV. HEDRONS SUPREME;4;50,77;;;
7898564783414;12691;TRAV. INF. AMEM 601352;0;67,94;;;
7892949404772;14381;TRAV. INF. SANTISTA SORTIDO;0;28,38;;;
7891554087103;13954;TRAV. INF. TRISOFT HEALTH KIDS;13;24,69;;;
7892949428792;4145;TRAV. JUV. SANTISTA DISNEY;0;22,15;;;
SEM GTIN;10742;TRAV. PAINA FLEX 70/50;0;35,71;;;
SEM GTIN;116;TRAV. POP. ALIANCA, FOFOFLEX,CARLA 45/65;0;7,99;;;
7908131423756;18538;TRAV. R/N ANAT. INCOMFRAL BUBLIM 78003;1;11,37;;;
SEM GTIN;3140;TRAV. R/N BIA BABY;1;3,3;;;
7896549093053;8746;TRAV. R/N INCOMFRAL ANTISSUFOCANTE;1;8,4;;;
7896549085348;8745;TRAV. R/N INCOMFRAL BAMBI 78007;3;11,63;;;
7896549077435;1091;TRAV. R/N INCOMFRAL BERCINHO 77404;0;7,65;;;
7908131428935;18537;TRAV. R/N INCOMFRAL BERCINHO 78023;6;7,64;;;
7896700839810;18406;TRAV. R/N PAPI 2167;1;13,11;;;
7892949338718;8743;TRAV. R/N SANTISTA BABY;14;23,59;;;
7891554000010;13953;TRAV. R/N TRISOFT SONINHO ;4;10,13;;;
7892949405601;1072;TRAV. SANTISTA BALL FILL;0;24,01;;;
7892949570255;7928;TRAV. SANTISTA BLACK;0;47,88;;;
7892949662097;10488;TRAV. SANTISTA BOA-NOITE ;0;36,48;;;
7892949622909;14382;TRAV. SANTISTA CONFORTO ROLINHO;0;30,42;;;
7892949699956;12030;TRAV. SANTISTA EXTRA FIRME;0;58,59;;;
7892949522254;6239;TRAV. SANTISTA EXTRA FIRME ECO SLEEP;0;40,92;;;
7892949444396;4933;TRAV. SANTISTA EXTRA FIRME ROLINHO;0;36,66;;;
SEM GTIN;10490;TRAV. SANTISTA FIRME;0;37,18;;;
7892949316082;8744;TRAV. SANTISTA FLORA;0;62,87;;;
7892949570262;1068;TRAV. SANTISTA FOFURAO;2;25,73;;;
7892949384180;9543;TRAV. SANTISTA MAGICO ROLINHO ;0;26,47;;;
7892949110031;1221;TRAV. SANTISTA MAGICOLOR;0;18,39;;;
7892949405632;5565;TRAV. SANTISTA NASA SMART;0;113,73;;;
7892949293536;16704;TRAV. SANTISTA NOITE SUAVE;0;49,22;;;
7892949923778;10489;TRAV. SANTISTA PLUMA ;0;49,97;;;
7892949569037;4557;TRAV. SANTISTA POP EXTRA FIRME;0;48,41;;;
7892949833657;7929;TRAV. SANTISTA PRO-SAUDE ;0;43,55;;;
7892949833633;7930;TRAV. SANTISTA PRO-SAUDE CRESCIDINHO;0;44,85;;;
7892949405700;4810;TRAV. SANTISTA VISCO SOFT;0;136,23;;;
SEM GTIN;19715;TRAV. SONOS LATEX 14CM;0;96,8;;;
7898559700891;17791;TRAV. SONOS SUAVE 50/42;0;76,58;;;
7898559700075;16424;TRAV. SONOS VISCO BAMBOO 14CM;5;102,08;;;
7898559701003;25061;TRAV. SONOS VISCO CERVICAL NASA;0;83,62;;;
7898559702550;20852;TRAV. SONOS VISCO SONOSOFT 14CM;1;47,97;;;
7898559700037;13848;TRAV. SONOS VISCOLIGHT 14CM;7;84,91;;;
7898559702871;19716;TRAV. SONOS VISCONCHEGO 12CM;13;76,53;;;
7898559700150;16425;TRAV. SONOS VISCOSKINY 10CM;8;55,13;;;
7891554002403;24994;TRAV. TRISOFT ANTIESTRESSE;7;66,83;;;
7891554072024;13957;TRAV. TRISOFT BELLO SONO;0;13,26;;;
7891554090219;13956;TRAV. TRISOFT EXPORT;1;38,56;;;
7891554090394;13955;TRAV. TRISOFT PERCAL FIRME;0;33,76;;;
7891554067747;19697;TRAV. TRISOFT PERCAL PLUS;2;31,58;;;
7891554001390;24995;TRAV. TRISOFT SAFIRA;2;58,12;;;
7891554010620;19696;TRAV. TRISOFT SOFTRELLE;0;84,75;;;
7891554065583;24996;TRAV. TRISOFT SONOLEVE;0;22,98;;;
7896630348055;9105;TRAV. VISCOELASTICO NASA 4805;0;44,9;;;
7890372004200;3563;TRAV. XXXPAROPAS CHAMEGO SOFT;0;87,37;;;
7908199462988;23486;TRAVESSA 34/22 1077;1;73,56;;;
7896042083339;9927;TRAVESSA PLAST PLASUTIL 8333;0;13,14;;;
SEM GTIN;13704;TRENA EMBORRACHADA 5M;0;7,96;;;
7898096085543;7917;TRENZINHO BABY ANIMAL 554;0;45,62;;;
7896484180054;16730;TRENZINHO DIDATICO CARDOSO 8005;0;92,82;;;
7899091402588;2227;TRI-CICLO BANDEIRANTE POP 258 259;1;331,25;;;
7899091402533;6781;TRI-CICLO BANDEIRANTE SMART PLUS 253 254;1;424,41;;;
7897252265102;1572;TRI-CICLO DRAGON ROAD 6510;0;32,33;;;
SEM GTIN;2794;TRI-CICLO XALINGO MULTI CARE 3X1;0;250,3;;;
7898960121735;16818;TRICICLO AVESPA MARAL 3058, 3191, 3168;8;324,79;;;
7898960121483;18214;TRICICLO BABY CITY 3148;4;403,85;;;
7898960121544;18206;TRICICLO BABY CITY 3150;5;403,85;;;
SEM GTIN;20039;TRICICLO BABY CITY 3151;1;419,24;;;
7893562109921;23934;TRICICLO BATE E VOLTA 62218, 62470;2;93,41;;;
7898948027011;11155;TRIJUN. R/N FEM. IAZE 29017;3;96,8;;;
7898948024737;15168;TRIJUN.. R/N FEM. IAZE 27041;0;77,57;;;
7898948024805;15169;TRIJUN.. R/N FEM. IAZE 27048;0;68,81;;;
7898948024980;15178;TRIJUN.. R/N MASC. IAZE 27114;1;109,88;;;
7898948025338;15192;TRIJUN.. R/N MASC. IAZE 27149;0;114,38;;;
7898948027615;18746;TRIJUN.. R/N MASC. IAZE 29155;0;118,03;;;
7898948028063;18748;TRIJUN.. R/N MASC. IAZE 29160;1;121,31;;;
7891354224067;14142;TRILHO DE MESA LEPPER ESTAMPADO 32073;5;12,45;;;
7891354144440;12302;TRILHO MESA LEPPER 32062;3;15,1;;;
SEM GTIN;4647;TRIPE XXXMULTILASER SP264;0;114,88;;;
7908131429833;18536;TROCADOR PORT. BERCINHO 79008;0;22,37;;;
7899014616597;8681;TRONINHO CAJOVIL ADOLETA 278;3;42,45;;;
SEM GTIN;19554;TRONINHO CAJOVIL URSO 812;5;56,09;;;
7898431492005;3011;TRONINHO TUTTI BABY MUSICAL 2010;1;82,89;;;
7898179822492;8935;TRUCABABY C/ SOM CALESITA 409;0;93,38;;;
7898300570186;25712;TRUCK 2.5 SPECIAL EDITION 750;2;61,2;;;
7898265325241;25147;TRUCK AGRO FARM ORANGE 524;3;18,65;;;
7898265325265;25145;TRUCK BOMBEIRO ORANGE 526;2;18,65;;;
7898265325708;25149;TRUCK CITY SERVICE ORANGE 570;3;18,65;;;
7898265325692;25148;TRUCK CONSTRUCTION WORK ORANGE 569;3;18,65;;;
7898265325296;25146;TRUCK CONSTRUCTOR BETONEIRA ORANGE 529;3;18,65;;;
7898631551502;9157;TRUCK SORVETERIA JUDY 118;0;75,99;;;
7897020209352;20904;TRUCKSSAURO 935;2;109,44;;;
7899871708138;22384;TRUCKZINHO SOLAPA 813;2;27,85;;;
7898960121346;18212;TURBO TRUCK BOMBEIRO MARAL 4134;2;88,37;;;
7898960121391;22285;TURBO TRUCK PRAIA MARAL 4139;1;75,07;;;
9788538096801;18078;TURMA DA MONICA DIVERSAO AO AR LIVRE;2;31,49;;;
;16827;TURMA DOS BOLOFOFOS 3011;0;39,93;;;
7908494965221;6873;TV 24 P. LED HQ SMART ;0;973,57;;;
SEM GTIN;3291;TV 24 P. LED SAMSUNG HDMI LT24D310 ;0;942,08;;;
7898620272340;24268;TV 32 P. LED AOC SMART32S5045/78 ROKU;0;1.307,87;;;
7898620271688;19928;TV 32 P. LED AOC SMART32S5135/78 ROKU;0;1.356,61;;;
SEM GTIN;25653;TV 32 P. LED AOC SMART32S5155/78 ROKU;1;1.261,25;;;
7908494963944;17103;TV 32 P. LED HQ SMART 32 66523;0;1.190,24;;;
SEM GTIN;19927;TV 32 P. LED LG SMART 32LQ621CBSB;0;1.470,69;;;
7893299955426;21854;TV 32 P. LED LG SMART 32LR600BPSA;0;1.477,83;;;
SEM GTIN;1797;TV 32 P. LED MULTILASER HDMI TL001;0;1.007,11;;;
SEM GTIN;2483;TV 32 P. LED MULTILASER SMART TL002;0;1.313,96;;;
7896067213285;1308;TV 32 P. LED PANASONIC SMART TC-32FS500B;0;1.272,71;;;
SEM GTIN;1304;TV 32 P. LED PHILIPS SMART 32PHG5813/78;0;1.578,30;;;
;4675;TV 32 P. LED PHILIPS SMART 32S5135/78;0;1.275,81;;;
7892509138291;7005;TV 32 P. LED SAMSUNG SMART 32H5000F;5;1.597,01;;;
7892509133166;18204;TV 32 P. LED SAMSUNG SMART LS32BETBL;0;1.719,93;;;
7899968301549;3314;TV 32 P. LED SEMP SMART 32R6610;5;1.437,33;;;
SEM GTIN;6813;TV 32 P. LED SEMP TOSHIBA HDMI L1700;0;1.288,53;;;
7899968301525;24405;TV 32 P. LED TCL SMART ANDROID 32S5400A;1;1.388,14;;;
7908685680445;1706;TV 32 P. LED TOSHIBA SMART TB020M;2;1.467,47;;;
SEM GTIN;6937;TV 39 P. LED AOC FULL HD 39S5195;0;2.236,03;;;
SEM GTIN;4192;TV 39 P. LED PHILCO SMART 39S2197;0;1.748,99;;;
SEM GTIN;4802;TV 40 P. LED PANASONIC HDMI TC-40D400B;0;1.795,72;;;
SEM GTIN;2973;TV 40 P. LED PHILCO SMART PH40E60D;0;1.678,01;;;
7898620272357;4077;TV 40 P. LED PHILIPS 40S5045/78 ROKU;0;1.731,32;;;
7892509057486;1310;TV 40 P. LED SAMSUNG SMART LH40RBHBB;0;1.716,39;;;
SEM GTIN;2899;TV 40 P. LED SEMP TOSHIBA SMART L2600 ;0;1.930,71;;;
7898620271695;6237;TV 43 P. LED AOC SMART 43S5135/78 ROKU;0;2.128,91;;;
7908494965290;17104;TV 43 P. LED HQ SMART 43 66524;0;1.801,50;;;
SEM GTIN;21855;TV 43 P. LED LG SMART LM6370PSB;0;2.236,30;;;
SEM GTIN;25018;TV 43 P. LED LG SMART LR6700PSA;0;2.410,81;;;
SEM GTIN;7190;TV 43 P. LED MULTILASER SMART TL004;0;1.884,07;;;
SEM GTIN;22356;TV 43 P. LED PHILIPS SMART 43S5135/78;0;2.049,19;;;
7898620271299;6380;TV 43 P. LED PHILIPS SMART 43S5195;0;2.517,48;;;
7892509113410;7189;TV 43 P. LED SAMSUNG SMART 43T5300;0;2.479,76;;;
SEM GTIN;19684;TV 43 P. LED SAMSUNG SMART LS43F6000F;0;2.422,16;;;
7899968300832;2970;TV 43 P. LED SEMP TOSHIBA SMART 43R6610;0;2.221,88;;;
SEM GTIN;25064;TV 43 P. LED TCL SMART ANDROID 43S5400A;0;2.312,41;;;
SEM GTIN;1306;TV 49 P. LED LG SMART FULL HD 49LK5700;0;2.567,67;;;
SEM GTIN;7201;TV 49 P. LED PHILCO SMART FULL HD PH49E;0;2.745,66;;;
SEM GTIN;10337;TV 49P. LED SEMP TOSHIBA SMART 4K FULL ;0;2.140,68;;;
SEM GTIN;1318;TV 49P. LED SEMP TOSHIBA SMART FULL HD ;0;2.419,27;;;
SEM GTIN;25851;TV 50 P. LED AOC SMART 50U7045/78 ROKU;2;2.507,58;;;
7908494965283;17105;TV 50 P. LED HQ SMART 50 536369;0;2.397,46;;;
SEM GTIN;7556;TV 50 P. LED LG SMART 4K 50UR8780PSA;0;3.141,28;;;
7898620271794;18021;TV 50 P. LED PHILIPS SMART 50PUG7408 ;0;3.021,36;;;
SEM GTIN;8335;TV 50 P. LED SAMSUNG SMART 4K 50DU77OO;0;3.185,26;;;
SEM GTIN;15905;TV 50 P. LED SEMP TOSHIBA SMART 50RK8600;0;2.962,10;;;
7898620271398;16393;TV 55 P. LED PHILIPS SMART 55PUG7406/78;0;3.610,59;;;
SEM GTIN;20822;TV 55 P. LED SAMSUNG SMART 4K 55CU7700;0;3.589,74;;;
SEM GTIN;2617;TV 55 P. LED SEMP SMART 55S62 GOOGLE TV;1;3.088,47;;;
SEM GTIN;19281;TV 60 P. LED HQ SMART 66526;0;3.450,04;;;
7893299951886;24796;TV 65 P. LED LG SMART 4K 65UT8050PSA;0;4.845,86;;;
7899889504050;22311;UNICORNIO COLECIONAVEL DB PLAY VB321;6;14,89;;;
7908487333068;25247;UNICORNIO COLORIDO AB6347;0;51,09;;;
7897020204425;24016;UNICORNIO PINTURA E COFRINHO 442;1;74,8;;;
SEM GTIN;3886;URSO C/ CORACAO M;0;34,48;;;
SEM GTIN;1929;URSO C/ CORACAO P;3;20,98;;;
SEM GTIN;7456;URSO CAIXA M.;0;20,95;;;
7898370512260;12696;URSO PELUCIA P 6800;0;43,62;;;
7898108120170;12058;VA.VE.VI VOGAIS TOIA 12017;0;17,92;;;
SEM GTIN;19045;VAI E VEM 169;4;12,88;;;
7899455915587;24114;VAI E VEM SONIC 3558;3;41,53;;;
7898664633251;25276;VAI VOLTA CALESITA 745;3;33,96;;;
7908412500862;23466;VAPORIZADOR VERTICAL DE M√O SMT20;1;264,55;;;
7896020660521;4730;VARAL MOR PARABLICO ALUM;1;216,97;;;
7896020660569;24102;VARAL RETRATIL MULTIANGULAR SUBLIME6056;6;50,69;;;
7899958247703;23732;VARINHA ENFEITE 2574;0;21,76;;;
7908161733450;12133;VASO CER METALIZADO 1035;0;13,3;;;
5702051103253;25471;VASO CERAMICA BRJL10325;1;34,2;;;
5702051105080;17357;VASO CERAMICA C/ ORQUIDEA 10508;0;42,06;;;
5702051055934;25473;VASO CERAMICA FLOR SXRX5593;1;34,2;;;
7908044806554;22523;VASO CERAMICA GDR0655;5;26,39;;;
7908161733467;12876;VASO CERAMICA METALIZADO 1036;1;10,17;;;
5702051102614;12586;VASO CERAMICA P/ DECORACAO 10261;0;35,12;;;
7908161733436;16192;VASO CERAMICA P/ DECORACAO 1033;0;15,82;;;
5702051104410;15548;VASO CERAMICA P/ DECORACAO 10441;0;55,82;;;
5702051104496;15551;VASO CERAMICA P/ DECORACAO 10449;2;55,82;;;
5702051104809;15549;VASO CERAMICA P/ DECORACAO 10480;1;47,33;;;
5702051104953;17353;VASO CERAMICA P/ DECORACAO 10495;0;29,62;;;
7908161701367;12875;VASO CERAMICA P/ DECORACAO 3010;0;16,89;;;
7908439805575;24927;VASO DE PAREDE ARQPLAST 3L 25819;0;12,16;;;
7908174922148;19236;VASO DEC. CERAMICA 6033;0;32,19;;;
6920241208260;24488;VASO DEC. VIDRO SW0340;1;38,09;;;
5702051104939;20119;VASO DECORATIVO 10493;1;32,89;;;
7898670940794;1927;VASO FLORENCA COLOR 101234;0;31,32;;;
7908501701262;22534;VASO FLORES FL71188N;1;21,23;;;
7908501706625;22535;VASO FLORES VA7147;0;16,29;;;
7898664631059;10311;VELOCICAR CALESITA 472;0;77,61;;;
7898179822904;4854;VELOCITA CALESITA 959, 958, 953;3;481,69;;;
7898179823345;9731;VELOCITA CALESITA CLASSIC 994, 992, 993;1;561,8;;;
7899091409013;5351;VELOT. BANDEIRANTE JET BAN 906;0;197,5;;;
7899091406364;1339;VELOT. BANDEIRANTE KID CROSS PASSEIO 634;0;94,89;;;
7899091408337;962;VELOT. BANDEIRANTE MOTOBAN 833;0;194,98;;;
7899091406784;5160;VELOT. BANDEIRANTE T. TICO GATINHA/EUROP;0;149,87;;;
7899091407460;5352;VELOT. BANDEIRANTE ZOOTOTICO 746, 744;0;59,8;;;
7899091407408;3775;VELOT. BANDEIRANTE ZOOTOTICO JOANINHA;0;82,8;;;
SEM GTIN;8996;VELOT. TCHUCO HEROIS E PRINCESA 609, 607;0;64,25;;;
SEM GTIN;2479;VELOT. TCHUCO HEROIS E PRINCESA 612, 600;3;59,52;;;
SEM GTIN;9345;VELOT. XALINGO ADVENTURE 7589;0;160,74;;;
SEM GTIN;9344;VELOT. XALINGO FADINHA ZOO 7487;0;73,25;;;
7899466418909;23465;VENTIL. BRITANIA 30CM MESA 6P;0;168,91;;;
7898951956995;5403;VENTIL. DOMINA 50CM COLUNA 6P;0;399,74;;;
7898951955660;11865;VENTIL. DOMINA 50CM PAREDE;0;301,05;;;
7899206314263;5404;VENTIL. ETERNY 40CM COLUNA;0;99,55;;;
7898461963308;6735;VENTIL. ETERNY 50CM COLUNA;0;217,86;;;
7896443138270;19667;VENTIL. MALLORY 30CM MESA ELEGANCE;-1;157,28;;;
7896443139154;4920;VENTIL. MALLORY 30CM TURBO COMPACT 6P;1;160,41;;;
7898216294695;4513;VENTIL. MONDIAL 30CM 6 PAS.;0;191,76;;;
7899882307030;7658;VENTIL. MONDIAL 40CM NV-45 6PAS.;0;223,72;;;
7899882313833;21429;VENTIL. MONDIAL SUPER POWER 30CM 6 PAS.;0;188,28;;;
7899882311983;4135;VENTIL. ULTRA 30CM V-30 6PAS.;0;151,22;;;
SEM GTIN;5911;VENTIL. VENT NEW COLUNA 60CM;0;248,57;;;
SEM GTIN;25067;VENTIL. VENTISOL 30CM COLUNA 6P;0;193,42;;;
7898461971617;5114;VENTIL. VENTISOL 30CM MESA 6P;32;157,79;;;
7898461964718;8788;VENTIL. VENTISOL 40CM MESA 6P;2;218,96;;;
SEM GTIN;25071;VENTIL. VENTISOL 40CM MESA TURBO 10P;0;216,46;;;
7898461963087;4134;VENTIL. VENTISOL 50CM COLUNA 3P ;18;422,11;;;
SEM GTIN;25070;VENTIL. VENTISOL 50CM COLUNA 6P ;-2;270,64;;;
7898461967238;6734;VENTIL. VENTISOL 50CM MESA 6P;0;290,1;;;
7898461972416;6776;VENTIL. VENTISOL 50CM PAREDE 6P;0;243,47;;;
7898461963148;6737;VENTIL. VENTISOL 60CM COLUNA;0;317,74;;;
7898461960550;1316;VENTIL. VENTISOL 60CM PAREDE ;12;323,38;;;
7898461971990;24445;VENTIL. VENTISOL TETO 3 PAS ELLUS;1;346,33;;;
7898461961199;6733;VENTIL. XXXVENTISOL TETO 3 PAS;0;204,35;;;
SEM GTIN;25353;VESPITA CALESITA 1068, 1069;2;379,26;;;
7909834903422;17189;VEST. 100344;1;84,55;;;
7909879529168;17223;VEST. 102151;0;180,91;;;
7909879523456;17218;VEST. 102406;1;141,89;;;
7909879482852;17169;VEST. 102417;1;188,23;;;
7900072615016;17195;VEST. 102420;1;89,68;;;
7909879296657;17161;VEST. 102421;1;89,7;;;
7909879536579;17226;VEST. 102426;0;188,23;;;
7909879071056;17168;VEST. 102431;0;195,38;;;
7909879443778;17200;VEST. 104597;2;86,8;;;
7900007202380;20490;VEST. 104809;1;97,25;;;
7909919040950;5108;VEST. 106316;1;157,68;;;
7909919112657;4996;VEST. 106318;1;187,63;;;
7909919080857;9018;VEST. 106322;3;213,56;;;
7900007655803;21757;VEST. 110523;2;75,77;;;
7909919827476;19180;VEST. 110591;0;121,25;;;
7909919056463;10272;VEST. 111508;3;123,03;;;
7900066441065;24099;VEST. 1128;0;112,54;;;
7900007285598;20509;VEST. 113538;2;188,23;;;
7900007334883;20488;VEST. 113621;1;104,66;;;
7900007146264;20529;VEST. 113638;0;164,61;;;
7900007147803;21736;VEST. 115441;0;159,24;;;
7900007762846;2109;VEST. 115894;3;113,07;;;
;21747;VEST. 115898;1;179,53;;;
7900007548532;21278;VEST. 117239;0;179,53;;;
7900007679670;4931;VEST. 117286;1;232,71;;;
7900007594515;21733;VEST. 117736;1;83,12;;;
7900007696257;21735;VEST. 117737;1;119,77;;;
7900007717709;3377;VEST. 117739;3;133,06;;;
7900007560831;21730;VEST. 119401;2;113,07;;;
7900072092282;24075;VEST. 121544;1;187,28;;;
7900072718359;24139;VEST. 123823;0;134,66;;;
7900072780097;24181;VEST. 123890;1;224,35;;;
7900072805684;24132;VEST. 123893;0;89,68;;;
7900072794728;24120;VEST. 123894;1;100,24;;;
7900072807046;24121;VEST. 123897;2;120,33;;;
7900072864001;24182;VEST. 123907;1;209,4;;;
7900072851704;24116;VEST. 123909;1;203,38;;;
7900072815294;24183;VEST. 123939;2;164,56;;;
7900072809880;6841;VEST. 125144;2;186,9;;;
7900072783920;24156;VEST. 126672;1;112,17;;;
7890819358361;2439;VEST. 36775;1;88,37;;;
7909442326279;9226;VEST. 39274;1;182,25;;;
7909129648922;5327;VEST. 43869;2;149,32;;;
7909129716720;6160;VEST. 43928;2;72,21;;;
7909482697896;6511;VEST. 48279;1;113,07;;;
7909482649451;6534;VEST. 48283;1;127,92;;;
7909482611984;3517;VEST. 48284;1;140,24;;;
7909482662740;4535;VEST. 48293;1;164,68;;;
7909263321927;8199;VEST. 491;1;118,58;;;
7909548710514;10285;VEST. 58387;1;134,75;;;
7909619432864;12385;VEST. 66823;0;32,59;;;
7909619618398;12386;VEST. 66827;1;45,14;;;
7909593922788;12403;VEST. 67987;1;108,8;;;
